n_panels,battery_capacity_kwh,autoconsommation,autoproduction,composite_criterion,total_local_consumption_kWh,total_consumption_kWh,total_production_kWh,initial_soe_kWh,final_soe_kWh
35,95,100,78,89.12922,302,386,302,48,6
35,100,100,78,89.12922,302,386,302,50,6
36,0,56,45,50.78172,175,386,311,0,0
36,5,68,55,61.58040,212,386,311,3,0
36,10,76,61,68.84549,237,386,311,5,0
36,15,84,68,76.11057,262,386,311,8,0
36,20,92,74,82.74374,285,386,311,10,1
36,25,96,77,86.83514,299,386,311,13,6
36,30,97,78,87.77337,302,386,311,15,7
36,35,98,79,88.49987,305,386,311,18,7
36,40,99,80,89.22638,307,386,311,20,7
36,45,100,80,89.95289,310,386,311,23,7
36,50,100,80,90.24720,311,386,311,25,7
36,55,100,80,90.24720,311,386,311,28,7
36,60,100,80,90.24720,311,386,311,30,7
36,65,100,80,90.24720,311,386,311,33,7
36,70,100,80,90.24720,311,386,311,35,7
36,75,100,80,90.24720,311,386,311,38,7
36,80,100,80,90.24720,311,386,311,40,7
36,85,100,80,90.24720,311,386,311,43,7
36,90,100,80,90.24720,311,386,311,45,7
36,95,100,80,90.24720,311,386,311,48,7
36,100,100,80,90.24720,311,386,311,50,7
37,0,55,46,50.34395,176,386,319,0,0
37,5,67,55,61.24129,214,386,319,3,0
37,10,75,62,68.39759,239,386,319,5,0
37,15,83,68,75.55388,264,386,319,8,0
37,20,90,75,82.36652,288,386,319,10,1
37,25,95,79,86.93699,304,386,319,13,6
37,30,97,80,88.44317,309,386,319,15,9
37,35,98,81,89.15880,311,386,319,18,9
37,40,98,81,89.87443,314,386,319,20,9
37,45,99,82,90.59006,316,386,319,23,9
37,50,100,83,91.30569,319,386,319,25,9
37,55,100,83,91.36518,319,386,319,28,9
37,60,100,83,91.36518,319,386,319,30,9
37,65,100,83,91.36518,319,386,319,33,9
37,70,100,83,91.36518,319,386,319,35,9
37,75,100,83,91.36518,319,386,319,38,9
37,80,100,83,91.36518,319,386,319,40,9
37,85,100,83,91.36518,319,386,319,43,9
37,90,100,83,91.36518,319,386,319,45,9
37,95,100,83,91.36518,319,386,319,48,9
37,100,100,83,91.36518,319,386,319,50,9
38,0,54,46,49.92315,177,386,328,0,0
38,5,66,56,60.93346,216,386,328,3,0
38,10,74,62,67.98670,241,386,328,5,0
38,15,81,69,75.03993,266,386,328,8,0
38,20,89,75,81.94697,290,386,328,10,2
38,25,94,80,86.86166,308,386,328,13,7
38,30,96,82,89.12477,316,386,328,15,10
38,35,97,83,89.83009,318,386,328,18,10
38,40,98,83,90.53542,321,386,328,20,10
38,45,99,84,91.24074,323,386,328,23,10
38,50,99,84,91.94607,326,386,328,25,10
38,55,100,85,92.48315,328,386,328,28,10
38,60,100,85,92.48315,328,386,328,30,10
38,65,100,85,92.48315,328,386,328,33,10
38,70,100,85,92.48315,328,386,328,35,10
38,75,100,85,92.48315,328,386,328,38,10
38,80,100,85,92.48315,328,386,328,40,10
38,85,100,85,92.48315,328,386,328,43,10
38,90,100,85,92.48315,328,386,328,45,10
38,95,100,85,92.48315,328,386,328,48,10
38,100,100,85,92.48315,328,386,328,50,10
39,0,53,46,49.51545,178,386,336,0,0
39,5,65,56,60.56696,218,386,336,3,0
39,10,72,63,67.60864,243,386,336,5,0
39,15,80,69,74.56410,268,386,336,8,0
39,20,87,76,81.36902,292,386,336,10,2
39,25,92,81,86.54935,311,386,336,13,7
39,30,96,84,89.81717,323,386,336,15,12
39,35,97,84,90.51271,325,386,336,18,12
39,40,97,85,91.20826,328,386,336,20,12
39,45,98,86,91.90380,330,386,336,23,12
39,50,99,86,92.59935,333,386,336,25,12
39,55,100,87,93.29490,335,386,336,28,12
39,60,100,87,93.60113,336,386,336,30,12
39,65,100,87,93.60113,336,386,336,33,12
39,70,100,87,93.60113,336,386,336,35,12
39,75,100,87,93.60113,336,386,336,38,12
39,80,100,87,93.60113,336,386,336,40,12
39,85,100,87,93.60113,336,386,336,43,12
39,90,100,87,93.60113,336,386,336,45,12
39,95,100,87,93.60113,336,386,336,48,12
39,100,100,87,93.60113,336,386,336,50,12
40,0,52,46,49.12295,179,386,345,0,0
40,5,63,57,60.08927,219,386,345,3,0
40,10,71,64,67.25803,245,386,345,5,0
40,15,78,70,74.12060,270,386,345,8,0
40,20,85,76,80.82836,294,386,345,10,2
40,25,91,81,86.18278,314,386,345,13,7
40,30,95,85,89.61407,326,386,345,15,12
40,35,96,86,91.20580,332,386,345,18,13
40,40,97,87,91.89206,335,386,345,20,13
40,45,98,87,92.57832,337,386,345,23,13
40,50,98,88,93.26458,340,386,345,25,13
40,55,99,89,93.95083,342,386,345,28,13
40,60,100,89,94.63709,345,386,345,30,13
40,65,100,89,94.71911,345,386,345,33,13
40,70,100,89,94.71911,345,386,345,35,13
40,75,100,89,94.71911,345,386,345,38,13
40,80,100,89,94.71911,345,386,345,40,13
40,85,100,89,94.71911,345,386,345,43,13
40,90,100,89,94.71911,345,386,345,45,13
40,95,100,89,94.71911,345,386,345,48,13
40,100,100,89,94.71911,345,386,345,50,13
41,0,51,47,48.74701,180,386,354,0,0
41,5,62,57,59.64206,220,386,354,3,0
41,10,70,64,66.93714,247,386,354,5,0
41,15,77,71,73.71136,272,386,354,8,0
41,20,84,77,80.32656,296,386,354,10,2
41,25,90,82,85.85218,317,386,354,13,7
41,30,93,85,89.23929,329,386,354,15,12
41,35,96,88,91.90879,339,386,354,18,15
41,40,97,89,92.58621,342,386,354,20,15
41,45,97,89,93.26364,344,386,354,23,15
41,50,98,90,93.94106,347,386,354,25,15
41,55,99,91,94.61848,349,386,354,28,15
41,60,99,91,95.29590,352,386,354,30,15
41,65,100,92,95.83709,354,386,354,33,15
41,70,100,92,95.83709,354,386,354,35,15
41,75,100,92,95.83709,354,386,354,38,15
41,80,100,92,95.83709,354,386,354,40,15
41,85,100,92,95.83709,354,386,354,43,15
41,90,100,92,95.83709,354,386,354,45,15
41,95,100,92,95.83709,354,386,354,48,15
41,100,100,92,95.83709,354,386,354,50,18
42,0,50,47,48.38510,181,386,362,0,0
42,5,61,57,59.22253,221,386,362,3,0
42,10,69,65,66.64346,249,386,362,5,0
42,15,76,71,73.33353,274,386,362,8,0
42,20,82,77,79.86061,298,386,362,10,2
42,25,88,83,85.55506,320,386,362,13,7
42,30,92,86,88.90010,332,386,362,15,12
42,35,95,89,92.02306,344,386,362,18,16
42,40,96,90,93.29007,349,386,362,20,16
42,45,97,91,93.95908,351,386,362,23,16
42,50,98,92,94.62808,354,386,362,25,16
42,55,98,92,95.29709,356,386,362,28,16
42,60,99,93,95.96610,359,386,362,30,16
42,65,100,94,96.63510,361,386,362,33,16
42,70,100,94,96.95507,362,386,362,35,16
42,75,100,94,96.95507,362,386,362,38,16
42,80,100,94,96.95507,362,386,362,40,17
42,85,100,94,96.95507,362,386,362,43,19
42,90,100,94,96.95507,362,386,362,45,22
42,95,100,94,96.95507,362,386,362,48,24
42,100,100,94,96.95507,362,386,362,50,27
43,0,49,47,48.03935,182,386,371,0,0
43,5,60,58,58.82464,222,386,371,3,0
43,10,68,65,66.37044,251,386,371,5,0
43,15,74,72,72.98027,276,386,371,8,0
43,20,81,78,79.42320,300,386,371,10,2
43,25,87,84,85.20986,322,386,371,13,7
43,30,90,87,88.58892,335,386,371,15,12
43,35,94,90,91.89384,348,386,371,18,17
43,40,96,92,94.00291,356,386,371,20,17
43,45,97,93,94.66390,358,386,371,23,17
43,50,97,93,95.32488,361,386,371,25,17
43,55,98,94,95.98586,363,386,371,28,17
43,60,99,95,96.64685,366,386,371,30,17
43,65,99,95,97.30783,368,386,371,33,17
43,70,100,96,97.96881,371,386,371,35,20
43,75,100,96,98.07304,371,386,371,38,23
43,80,100,96,98.07304,371,386,371,40,25
43,85,100,96,98.07304,371,386,371,43,28
43,90,100,96,98.07304,371,386,371,45,30
43,95,100,96,98.07304,371,386,371,48,33
43,100,100,96,98.07304,371,386,371,50,35
44,0,48,47,47.70742,183,386,380,0,0
44,5,59,58,58.44327,224,386,380,3,0
44,10,67,66,66.11303,253,386,380,5,0
44,15,73,72,72.64627,278,386,380,8,0
44,20,80,78,79.00874,302,386,380,10,2
44,25,85,84,84.69977,324,386,380,13,7
44,30,89,88,88.30077,338,386,380,15,12
44,35,92,91,91.56740,350,386,380,18,17
44,40,95,93,94.06797,360,386,380,20,19
44,45,96,95,95.37724,365,386,380,23,19
44,50,97,95,96.03057,367,386,380,25,19
44,55,97,96,96.68389,370,386,380,28,19
44,60,98,97,97.33722,372,386,380,30,19
44,65,99,97,97.99054,375,386,380,33,22
44,70,99,98,98.64387,377,386,380,35,27
44,75,100,98,99.19102,380,386,380,38,31
44,80,100,98,99.19102,380,386,380,40,34
44,85,100,98,99.19102,380,386,380,43,36
44,90,100,98,99.19102,380,386,380,45,39
44,95,100,98,99.19102,380,386,380,48,41
44,100,100,98,99.19102,380,386,380,50,44
45,0,47,48,47.38985,183,386,388,0,0
45,5,58,58,58.08484,225,386,388,3,0
45,10,66,66,65.83691,255,386,388,5,0
45,15,72,73,72.33777,280,386,388,8,0
45,20,78,79,78.62322,304,386,388,10,2
45,25,84,84,84.22242,326,386,388,13,7
45,30,88,88,87.80168,340,386,388,15,12
45,35,91,91,91.03171,352,386,388,18,17
45,40,93,94,93.75593,363,386,388,20,20
45,45,96,96,95.82054,371,386,388,23,20
45,50,96,97,96.74479,374,386,388,25,20
45,55,97,98,97.39079,377,386,388,28,20
45,60,98,98,98.03680,379,386,388,30,24
45,65,98,99,98.68281,382,386,388,33,29
45,70,99,100,99.32881,384,386,388,35,34
45,75,99,100,99.69290,386,386,388,38,39
45,80,99,100,99.69290,386,386,388,40,42
45,85,99,100,99.69290,386,386,388,43,45
45,90,99,100,99.69290,386,386,388,45,47
45,95,99,100,99.69290,386,386,388,48,50
45,100,99,100,99.69290,386,386,388,50,52
46,0,46,48,47.08528,184,386,397,0,0
46,5,57,59,57.74823,226,386,397,3,0
46,10,64,66,65.41630,256,386,397,5,0
46,15,71,73,72.05351,282,386,397,8,0
46,20,77,79,78.26517,306,386,397,10,2
46,25,83,85,83.77611,328,386,397,13,7
46,30,86,89,87.29790,342,386,397,15,12
46,35,89,92,90.49293,354,386,397,18,17
46,40,92,94,93.17925,365,386,397,20,22
46,45,94,97,95.60402,374,386,397,23,22
46,50,96,99,97.30677,381,386,397,25,26
46,55,97,99,98.10599,384,386,397,28,26
46,60,97,100,98.61262,386,386,397,30,31
46,65,97,100,98.61262,386,386,397,33,36
46,70,97,100,98.61262,386,386,397,35,41
46,75,97,100,98.61262,386,386,397,38,46
46,80,97,100,98.61262,386,386,397,40,51
46,85,97,100,98.61262,386,386,397,43,54
46,90,97,100,98.61262,386,386,397,45,56
46,95,97,100,98.61262,386,386,397,48,59
46,100,97,100,98.61262,386,386,397,50,61
47,0,46,48,46.79199,185,386,405,0,0
47,5,56,59,57.42915,227,386,405,3,0
47,10,63,67,65.01680,257,386,405,5,0
47,15,70,74,71.78931,284,386,405,8,0
47,20,76,80,77.93026,308,386,405,10,2
47,25,81,85,83.35641,330,386,405,13,7
47,30,85,89,86.82294,343,386,405,15,12
47,35,88,92,89.98446,356,386,405,18,17
47,40,90,95,92.63430,366,386,405,20,22
47,45,93,98,95.16352,376,386,405,23,23
47,50,94,99,96.46538,381,386,405,25,28
47,55,95,100,97.57831,386,386,405,28,32
47,60,95,100,97.57831,386,386,405,30,37
47,65,95,100,97.57831,386,386,405,33,42
47,70,95,100,97.57831,386,386,405,35,47
47,75,95,100,97.57831,386,386,405,38,52
47,80,95,100,97.57831,386,386,405,40,57
47,85,95,100,97.57831,386,386,405,43,62
47,90,95,100,97.57831,386,386,405,45,65
47,95,95,100,97.57831,386,386,405,48,67
47,100,95,100,97.57831,386,386,405,50,70
48,0,45,48,46.50923,186,386,414,0,0
48,5,55,59,57.12312,228,386,414,3,0
48,10,62,67,64.63369,258,386,414,5,0
48,15,69,74,71.54105,286,386,414,8,0
48,20,75,80,77.61422,310,386,414,10,2
48,25,80,86,82.95852,331,386,414,13,7
48,30,83,89,86.37173,345,386,414,15,12
48,35,86,93,89.50114,358,386,414,18,17
48,40,89,95,92.11593,368,386,414,20,22
48,45,91,98,94.40610,377,386,414,23,26
48,50,92,99,95.65786,382,386,414,25,31
48,55,93,100,96.58709,386,386,414,28,36
48,60,93,100,96.58709,386,386,414,30,41
48,65,93,100,96.58709,386,386,414,33,46
48,70,93,100,96.58709,386,386,414,35,51
48,75,93,100,96.58709,386,386,414,38,56
48,80,93,100,96.58709,386,386,414,40,61
48,85,93,100,96.58709,386,386,414,43,66
48,90,93,100,96.58709,386,386,414,45,71
48,95,93,100,96.58709,386,386,414,48,76
48,100,93,100,96.58709,386,386,414,50,78
49,0,44,48,46.23657,187,386,423,0,0
49,5,54,59,56.83486,229,386,423,3,0
49,10,61,67,64.27150,259,386,423,5,0
49,15,68,75,71.31257,288,386,423,8,0
49,20,74,81,77.32060,312,386,423,10,2
49,25,79,86,82.58620,333,386,423,13,7
49,30,82,90,85.94789,347,386,423,15,12
49,35,85,93,89.04649,359,386,423,18,17
49,40,87,96,91.62765,370,386,423,20,22
49,45,89,98,93.64750,378,386,423,23,27
49,50,91,99,94.88694,383,386,423,25,32
49,55,91,100,95.63634,386,386,423,28,37
49,60,91,100,95.63634,386,386,423,30,42
49,65,91,100,95.63634,386,386,423,33,47
49,70,91,100,95.63634,386,386,423,35,52
49,75,91,100,95.63634,386,386,423,38,57
49,80,91,100,95.63634,386,386,423,40,62
49,85,91,100,95.63634,386,386,423,43,67
49,90,91,100,95.63634,386,386,423,45,72
49,95,91,100,95.63634,386,386,423,48,77
49,100,91,100,95.63634,386,386,423,50,82
50,0,43,49,45.97255,187,386,431,0,0
50,5,53,60,56.54386,230,386,431,3,0
50,10,60,67,63.92889,260,386,431,5,0
50,15,67,75,71.10255,290,386,431,8,0
50,20,73,81,77.04805,314,386,431,10,2
50,25,78,87,82.23801,335,386,431,13,7
50,30,81,90,85.54987,348,386,431,15,12
50,35,84,94,88.61890,361,386,431,18,17
50,40,86,96,91.16760,371,386,431,20,22
50,45,88,98,92.92277,378,386,431,23,27
50,50,89,99,94.15038,383,386,431,25,32
50,55,89,100,94.72361,386,386,431,28,37
50,60,89,100,94.72361,386,386,431,30,42
50,65,89,100,94.72361,386,386,431,33,47
50,70,89,100,94.72361,386,386,431,35,52
50,75,89,100,94.72361,386,386,431,38,57
50,80,89,100,94.72361,386,386,431,40,62
50,85,89,100,94.72361,386,386,431,43,67
50,90,89,100,94.72361,386,386,431,45,72
50,95,89,100,94.72361,386,386,431,48,77
50,100,89,100,94.72361,386,386,431,50,82
